cell_id,task_id,condition,seed,original_response_sha256,original_response_byte_length,method1_evaluated_artifact_sha256,method1_candidate_hash,method1_raw_response_sha256,method1_artifact_vs_candidate_differ,method2_raw_source_sha256,method2_raw_source_actual_sha256_recomputed,method2_final_source_sha256,method2_extraction_method,method2_extraction_status,source_byte_length_method2_raw,parse_status_method2_raw,method1_final_status,method1_g1_parse,method1_eligibility_record_exists,method2_raw_status,status_changes,method1_eligibility_source_present,method1_healer_eligible,method1_eligibility_reason,method1_matched_rule_probe,method2_eligible,method2_rule_id,method2_rule_triggered,method2_source_changed_flag,artifact_vs_m2raw_source_differ,candidate_vs_m2raw_source_differ,eligibility_only_diff,classification
qwen3_5_4b__ce112_q04_radical_simplification__ab2g__seed_2026072001,ce112_q04_radical_simplification,ab2g,2026072001,8aadd102df7fe6c0ad53638415f1f6cc8e8bf6427558cb3c1f38308f9f8f9d0a,1789,5ae725fb767a8fb469fbdc6e22ab58b34c47a3c70303c6de14bb5341c0915082,8aadd102df7fe6c0ad53638415f1f6cc8e8bf6427558cb3c1f38308f9f8f9d0a,8aadd102df7fe6c0ad53638415f1f6cc8e8bf6427558cb3c1f38308f9f8f9d0a,True,8aadd102df7fe6c0ad53638415f1f6cc8e8bf6427558cb3c1f38308f9f8f9d0a,8aadd102df7fe6c0ad53638415f1f6cc8e8bf6427558cb3c1f38308f9f8f9d0a,8aadd102df7fe6c0ad53638415f1f6cc8e8bf6427558cb3c1f38308f9f8f9d0a,plain_text,extracted,1789,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce112_q04_radical_simplification__ab2g__seed_2026072002,ce112_q04_radical_simplification,ab2g,2026072002,7d9352adbe1f17eaa16ec6641c4e9a1a0e3919b68c5c3d6ab479f78ce51f26f6,942,6b0baab6ea428446518e175566e6ac9b638e68003f0b08a78306aeb1da6c510c,7d9352adbe1f17eaa16ec6641c4e9a1a0e3919b68c5c3d6ab479f78ce51f26f6,7d9352adbe1f17eaa16ec6641c4e9a1a0e3919b68c5c3d6ab479f78ce51f26f6,True,7d9352adbe1f17eaa16ec6641c4e9a1a0e3919b68c5c3d6ab479f78ce51f26f6,7d9352adbe1f17eaa16ec6641c4e9a1a0e3919b68c5c3d6ab479f78ce51f26f6,fb861f2ca0f54d6c49d1a1d29f1389d00eb6f98e7b4f47405c6149eab0505e94,plain_text,extracted,942,parses_ok,FAILED,PASS,True,FAILED,False,True,True,Frozen precondition symptom matched: L2_SINGLE_KEY_ORACLE_PAYLOAD_WRAP,L2_SINGLE_KEY_ORACLE_PAYLOAD_WRAP,True,L2_SINGLE_KEY_ORACLE_PAYLOAD_WRAP,True,True,True,False,False,equivalent_extraction
qwen3_5_4b__ce112_q04_radical_simplification__ab2g__seed_2026072003,ce112_q04_radical_simplification,ab2g,2026072003,8ec6c7b5557b5bcbdfd3de9550627b981220ae6d2691fc32b48e981d78fdb33a,12142,7383430de347709bb6f9307ce64d04e4d263cc538aa90a8061225ef0ad7a2f24,8ec6c7b5557b5bcbdfd3de9550627b981220ae6d2691fc32b48e981d78fdb33a,8ec6c7b5557b5bcbdfd3de9550627b981220ae6d2691fc32b48e981d78fdb33a,True,8ec6c7b5557b5bcbdfd3de9550627b981220ae6d2691fc32b48e981d78fdb33a,8ec6c7b5557b5bcbdfd3de9550627b981220ae6d2691fc32b48e981d78fdb33a,8ec6c7b5557b5bcbdfd3de9550627b981220ae6d2691fc32b48e981d78fdb33a,plain_text,extracted,12142,syntax_error,FAILED,FAIL,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,normalization_only
qwen3_5_4b__ce112_q04_radical_simplification__ab2g__seed_2026072004,ce112_q04_radical_simplification,ab2g,2026072004,c8e83cecbd57121723a290f1a91c9a32a75ab3ecd2d593b2279f70bffe141ae7,659,84bb394bc50bf3f4c760f5aff729cb5f4af7ace3335228be63ea24f8eb3fc81a,c8e83cecbd57121723a290f1a91c9a32a75ab3ecd2d593b2279f70bffe141ae7,c8e83cecbd57121723a290f1a91c9a32a75ab3ecd2d593b2279f70bffe141ae7,True,c8e83cecbd57121723a290f1a91c9a32a75ab3ecd2d593b2279f70bffe141ae7,c8e83cecbd57121723a290f1a91c9a32a75ab3ecd2d593b2279f70bffe141ae7,2e77e663c63a9660ceb9a6b6fa3cc417dcb6ab43609e090b242cb32fa73eca8c,plain_text,extracted,659,parses_ok,FAILED,PASS,True,FAILED,False,True,True,Frozen precondition symptom matched: L2_SINGLE_KEY_ORACLE_PAYLOAD_WRAP,L2_SINGLE_KEY_ORACLE_PAYLOAD_WRAP,True,L2_SINGLE_KEY_ORACLE_PAYLOAD_WRAP,True,True,True,False,False,equivalent_extraction
qwen3_5_4b__ce112_q09_divisor_multiple_intersection__ab1__seed_2026071301,ce112_q09_divisor_multiple_intersection,ab1,2026071301,377a7bc862b0dd9b083d70fc2687051cc45706e55e6105bbc6328e423bf1c339,519,d617227cfa0c92b9d0084261ebd4ee38705dc093ceef4d7998a50d3416fd7289,377a7bc862b0dd9b083d70fc2687051cc45706e55e6105bbc6328e423bf1c339,377a7bc862b0dd9b083d70fc2687051cc45706e55e6105bbc6328e423bf1c339,True,377a7bc862b0dd9b083d70fc2687051cc45706e55e6105bbc6328e423bf1c339,377a7bc862b0dd9b083d70fc2687051cc45706e55e6105bbc6328e423bf1c339,377a7bc862b0dd9b083d70fc2687051cc45706e55e6105bbc6328e423bf1c339,plain_text,extracted,519,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce112_q09_divisor_multiple_intersection__ab1__seed_2026072001,ce112_q09_divisor_multiple_intersection,ab1,2026072001,b8666c9f89ace5ac6bf38c2a56e613b12239ed623160e755c1eaf4044bda5bb2,716,9d7e5b42504ebfe13b6f1fb93814e5b4f6afe8845c9a18111bfde24f8f21cd52,b8666c9f89ace5ac6bf38c2a56e613b12239ed623160e755c1eaf4044bda5bb2,b8666c9f89ace5ac6bf38c2a56e613b12239ed623160e755c1eaf4044bda5bb2,True,b8666c9f89ace5ac6bf38c2a56e613b12239ed623160e755c1eaf4044bda5bb2,b8666c9f89ace5ac6bf38c2a56e613b12239ed623160e755c1eaf4044bda5bb2,b8666c9f89ace5ac6bf38c2a56e613b12239ed623160e755c1eaf4044bda5bb2,plain_text,extracted,716,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce112_q09_divisor_multiple_intersection__ab1__seed_2026072002,ce112_q09_divisor_multiple_intersection,ab1,2026072002,fc24f164fa44660daa8d36d2168dc4473ef91ffc3eaa33427301da8517644249,851,3e5cd2d2079c94ff8e0f1dd09bd8dd7f8f46c6e715e0302eebd4e3b295284e95,fc24f164fa44660daa8d36d2168dc4473ef91ffc3eaa33427301da8517644249,fc24f164fa44660daa8d36d2168dc4473ef91ffc3eaa33427301da8517644249,True,fc24f164fa44660daa8d36d2168dc4473ef91ffc3eaa33427301da8517644249,fc24f164fa44660daa8d36d2168dc4473ef91ffc3eaa33427301da8517644249,fc24f164fa44660daa8d36d2168dc4473ef91ffc3eaa33427301da8517644249,plain_text,extracted,851,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce112_q09_divisor_multiple_intersection__ab1__seed_2026072003,ce112_q09_divisor_multiple_intersection,ab1,2026072003,afc6561e3b34f4a182bfe644a59218dcdf01f6d1abb16369a45b5cd170dbe7a7,279,fddfee7c47e16fc0bc7379ad0219041c8778d19c9339215ae98960dbc4a58110,afc6561e3b34f4a182bfe644a59218dcdf01f6d1abb16369a45b5cd170dbe7a7,afc6561e3b34f4a182bfe644a59218dcdf01f6d1abb16369a45b5cd170dbe7a7,True,afc6561e3b34f4a182bfe644a59218dcdf01f6d1abb16369a45b5cd170dbe7a7,afc6561e3b34f4a182bfe644a59218dcdf01f6d1abb16369a45b5cd170dbe7a7,afc6561e3b34f4a182bfe644a59218dcdf01f6d1abb16369a45b5cd170dbe7a7,plain_text,extracted,279,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce112_q09_divisor_multiple_intersection__ab1__seed_2026072004,ce112_q09_divisor_multiple_intersection,ab1,2026072004,e5f6b9dec038f2a66e51833cec9be4a63db117dd244636b82a132557ff6d0c4b,731,5d7bdc1abf37e6d8d2652bcec3ae7be610e5335c1100225630c4dcd76e5ff14b,e5f6b9dec038f2a66e51833cec9be4a63db117dd244636b82a132557ff6d0c4b,e5f6b9dec038f2a66e51833cec9be4a63db117dd244636b82a132557ff6d0c4b,True,e5f6b9dec038f2a66e51833cec9be4a63db117dd244636b82a132557ff6d0c4b,e5f6b9dec038f2a66e51833cec9be4a63db117dd244636b82a132557ff6d0c4b,e5f6b9dec038f2a66e51833cec9be4a63db117dd244636b82a132557ff6d0c4b,plain_text,extracted,731,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce112_q09_divisor_multiple_intersection__ab2d__seed_2026071301,ce112_q09_divisor_multiple_intersection,ab2d,2026071301,4151d8b2b85e9920331ab2744816b849a89876d182fd99e73421b92cd8f7a1c9,2306,9e067e3e75791eff6f769dd445e6dc477b36244c11d0791dc3570d6f02704661,4151d8b2b85e9920331ab2744816b849a89876d182fd99e73421b92cd8f7a1c9,4151d8b2b85e9920331ab2744816b849a89876d182fd99e73421b92cd8f7a1c9,True,4151d8b2b85e9920331ab2744816b849a89876d182fd99e73421b92cd8f7a1c9,4151d8b2b85e9920331ab2744816b849a89876d182fd99e73421b92cd8f7a1c9,4151d8b2b85e9920331ab2744816b849a89876d182fd99e73421b92cd8f7a1c9,plain_text,extracted,2306,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce112_q09_divisor_multiple_intersection__ab2d__seed_2026072001,ce112_q09_divisor_multiple_intersection,ab2d,2026072001,dfd8ebeee19b16025d9aa2194cf2eae880da27c6f0bf628f1e21de96bd78a3ce,2458,a1c7b2a8231d6718fb8417a99746be3ef68618a8048b179827617a07f9eea2c0,dfd8ebeee19b16025d9aa2194cf2eae880da27c6f0bf628f1e21de96bd78a3ce,dfd8ebeee19b16025d9aa2194cf2eae880da27c6f0bf628f1e21de96bd78a3ce,True,dfd8ebeee19b16025d9aa2194cf2eae880da27c6f0bf628f1e21de96bd78a3ce,dfd8ebeee19b16025d9aa2194cf2eae880da27c6f0bf628f1e21de96bd78a3ce,a2abd0c5655e9b6b109f1ffd6ad2864864a0245ea6431fdd60502876df5d08b9,plain_text,extracted,2458,parses_ok,FAILED,PASS,True,FAILED,False,True,True,Frozen precondition symptom matched: L2_CORRECT_ANSWER_JSON_DUMPS_UNWRAP,L2_CORRECT_ANSWER_JSON_DUMPS_UNWRAP,True,L2_CORRECT_ANSWER_JSON_DUMPS_UNWRAP,True,True,True,False,False,equivalent_extraction
qwen3_5_4b__ce112_q09_divisor_multiple_intersection__ab2d__seed_2026072002,ce112_q09_divisor_multiple_intersection,ab2d,2026072002,ee368a38da596159997072bf0518fb3607a35b21475ae50fe9ce648b4305295d,1432,2f154370d35cf3869019a7eedb1947b6135289880fbde20c4dd1a1b1739ea27c,ee368a38da596159997072bf0518fb3607a35b21475ae50fe9ce648b4305295d,ee368a38da596159997072bf0518fb3607a35b21475ae50fe9ce648b4305295d,True,ee368a38da596159997072bf0518fb3607a35b21475ae50fe9ce648b4305295d,ee368a38da596159997072bf0518fb3607a35b21475ae50fe9ce648b4305295d,ee368a38da596159997072bf0518fb3607a35b21475ae50fe9ce648b4305295d,plain_text,extracted,1432,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce112_q09_divisor_multiple_intersection__ab2d__seed_2026072003,ce112_q09_divisor_multiple_intersection,ab2d,2026072003,5a9e086326f2f0f68719f2a694403ed8215a15918bde244bbbb766219381325d,82916,ceb50e76470313806c84c32b56f44bb3ed16dfb5820b04afda5a1b4ce4210fbc,5a9e086326f2f0f68719f2a694403ed8215a15918bde244bbbb766219381325d,5a9e086326f2f0f68719f2a694403ed8215a15918bde244bbbb766219381325d,True,5a9e086326f2f0f68719f2a694403ed8215a15918bde244bbbb766219381325d,5a9e086326f2f0f68719f2a694403ed8215a15918bde244bbbb766219381325d,051b091fc028ee595c1425d02a066b1f4973b8c9aae9bf1716709791ea146de3,plain_text,extracted,82916,syntax_error,FAILED,FAIL,True,FAILED,False,True,False,No extractable candidate source for frozen healer.,,True,L1_PROSE_RESIDUE_NARROW,True,True,True,False,True,eligibility_only
qwen3_5_4b__ce112_q09_divisor_multiple_intersection__ab2d__seed_2026072004,ce112_q09_divisor_multiple_intersection,ab2d,2026072004,e2cf470cfb467b45cfbc9f4139d8a6ecff079d6becf8bcfd32b781d30711edbf,5308,8e9e44ac9f642646ea64550a43dd5e4988b4606846814c8503edcefafe4fbca6,e2cf470cfb467b45cfbc9f4139d8a6ecff079d6becf8bcfd32b781d30711edbf,e2cf470cfb467b45cfbc9f4139d8a6ecff079d6becf8bcfd32b781d30711edbf,True,e2cf470cfb467b45cfbc9f4139d8a6ecff079d6becf8bcfd32b781d30711edbf,e2cf470cfb467b45cfbc9f4139d8a6ecff079d6becf8bcfd32b781d30711edbf,e2cf470cfb467b45cfbc9f4139d8a6ecff079d6becf8bcfd32b781d30711edbf,plain_text,extracted,5308,syntax_error,FAILED,FAIL,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,normalization_only
qwen3_5_4b__ce112_q09_divisor_multiple_intersection__ab2d_spec_v2__seed_2026071301,ce112_q09_divisor_multiple_intersection,ab2d_spec_v2,2026071301,08471238e55f6e6560761b08609e0620733df380715992c8e16e7a48a5327a0e,1106,f9723e215250286cde356e7622c92a8e87be95bf0e2e9a756c7c9adc3324dc28,08471238e55f6e6560761b08609e0620733df380715992c8e16e7a48a5327a0e,08471238e55f6e6560761b08609e0620733df380715992c8e16e7a48a5327a0e,True,08471238e55f6e6560761b08609e0620733df380715992c8e16e7a48a5327a0e,08471238e55f6e6560761b08609e0620733df380715992c8e16e7a48a5327a0e,08471238e55f6e6560761b08609e0620733df380715992c8e16e7a48a5327a0e,plain_text,extracted,1106,parses_ok,PASSED,PASS,False,PASSED,False,False,,,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce112_q09_divisor_multiple_intersection__ab2d_spec_v2__seed_2026072001,ce112_q09_divisor_multiple_intersection,ab2d_spec_v2,2026072001,c9cc00f2d83cc7e01d71214c6b39afeef0dde06f3256b08cc9aeb1212c9fd379,1230,aff7d616e080065e3c3dee1f5c9f4917104bf64f3c1b5573f05cbba8a96d3f71,c9cc00f2d83cc7e01d71214c6b39afeef0dde06f3256b08cc9aeb1212c9fd379,c9cc00f2d83cc7e01d71214c6b39afeef0dde06f3256b08cc9aeb1212c9fd379,True,c9cc00f2d83cc7e01d71214c6b39afeef0dde06f3256b08cc9aeb1212c9fd379,c9cc00f2d83cc7e01d71214c6b39afeef0dde06f3256b08cc9aeb1212c9fd379,c9cc00f2d83cc7e01d71214c6b39afeef0dde06f3256b08cc9aeb1212c9fd379,plain_text,extracted,1230,parses_ok,PASSED,PASS,False,PASSED,False,False,,,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce112_q09_divisor_multiple_intersection__ab2d_spec_v2__seed_2026072002,ce112_q09_divisor_multiple_intersection,ab2d_spec_v2,2026072002,a649cf999d8a638453fd23bf8bc8778e7d3fc9107b8eb9f313750aa1f10e6985,1169,ed465bd94bf6eeb43c222b746c9a3dea0e098d72e29b2661e6d4fc7ce6315d89,a649cf999d8a638453fd23bf8bc8778e7d3fc9107b8eb9f313750aa1f10e6985,a649cf999d8a638453fd23bf8bc8778e7d3fc9107b8eb9f313750aa1f10e6985,True,a649cf999d8a638453fd23bf8bc8778e7d3fc9107b8eb9f313750aa1f10e6985,a649cf999d8a638453fd23bf8bc8778e7d3fc9107b8eb9f313750aa1f10e6985,a649cf999d8a638453fd23bf8bc8778e7d3fc9107b8eb9f313750aa1f10e6985,plain_text,extracted,1169,parses_ok,PASSED,PASS,False,PASSED,False,False,,,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce112_q09_divisor_multiple_intersection__ab2d_spec_v2__seed_2026072003,ce112_q09_divisor_multiple_intersection,ab2d_spec_v2,2026072003,30a299c20ac3f12236a01c61b548722c20a0dbf4d597cf322066b784cbeaf5c6,2062,f40951f952869e353fdac41e95ef69791b9a98ffbcaea42f6a095a0bce34cf88,33a704b3f2aaffdcb7fa6c03b8306f28f41aa94cf3d5200d342f76708d0e4ec6,30a299c20ac3f12236a01c61b548722c20a0dbf4d597cf322066b784cbeaf5c6,True,33a704b3f2aaffdcb7fa6c03b8306f28f41aa94cf3d5200d342f76708d0e4ec6,33a704b3f2aaffdcb7fa6c03b8306f28f41aa94cf3d5200d342f76708d0e4ec6,33a704b3f2aaffdcb7fa6c03b8306f28f41aa94cf3d5200d342f76708d0e4ec6,fenced_python,extracted,2049,parses_ok,PASSED,PASS,False,PASSED,False,False,,,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce112_q09_divisor_multiple_intersection__ab2d_spec_v2__seed_2026072004,ce112_q09_divisor_multiple_intersection,ab2d_spec_v2,2026072004,529c328aa8d04324d3b77c56b70c5ad909a88c196cb1ae318d7c122543a08bc6,1136,06c83d427af8611d9c9236a53c92fddc2d3616a2aa213594969f91f836315e2f,529c328aa8d04324d3b77c56b70c5ad909a88c196cb1ae318d7c122543a08bc6,529c328aa8d04324d3b77c56b70c5ad909a88c196cb1ae318d7c122543a08bc6,True,529c328aa8d04324d3b77c56b70c5ad909a88c196cb1ae318d7c122543a08bc6,529c328aa8d04324d3b77c56b70c5ad909a88c196cb1ae318d7c122543a08bc6,529c328aa8d04324d3b77c56b70c5ad909a88c196cb1ae318d7c122543a08bc6,plain_text,extracted,1136,parses_ok,PASSED,PASS,False,PASSED,False,False,,,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce112_q09_divisor_multiple_intersection__ab2g__seed_2026071301,ce112_q09_divisor_multiple_intersection,ab2g,2026071301,7925559a3e75cc6127c6c4cfbfffec272cf8f4123a734a99a0a33118e4b58ded,736,08af34ce10ffe1950476f5fdb172b5f06e338586ebb6676420de6cac5db1c24f,7925559a3e75cc6127c6c4cfbfffec272cf8f4123a734a99a0a33118e4b58ded,7925559a3e75cc6127c6c4cfbfffec272cf8f4123a734a99a0a33118e4b58ded,True,7925559a3e75cc6127c6c4cfbfffec272cf8f4123a734a99a0a33118e4b58ded,7925559a3e75cc6127c6c4cfbfffec272cf8f4123a734a99a0a33118e4b58ded,7925559a3e75cc6127c6c4cfbfffec272cf8f4123a734a99a0a33118e4b58ded,plain_text,extracted,736,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce112_q09_divisor_multiple_intersection__ab2g__seed_2026072001,ce112_q09_divisor_multiple_intersection,ab2g,2026072001,5e9e2dabc9a27d303bbb61e16558b09ad89108f1207816ee5b8c7f4cdbcddd49,4317,94618a77fed427f0e1e4112752416952442e7ab6ceb1cb003dee85e9b586c7e3,5e9e2dabc9a27d303bbb61e16558b09ad89108f1207816ee5b8c7f4cdbcddd49,5e9e2dabc9a27d303bbb61e16558b09ad89108f1207816ee5b8c7f4cdbcddd49,True,5e9e2dabc9a27d303bbb61e16558b09ad89108f1207816ee5b8c7f4cdbcddd49,5e9e2dabc9a27d303bbb61e16558b09ad89108f1207816ee5b8c7f4cdbcddd49,5e9e2dabc9a27d303bbb61e16558b09ad89108f1207816ee5b8c7f4cdbcddd49,plain_text,extracted,4317,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce112_q09_divisor_multiple_intersection__ab2g__seed_2026072002,ce112_q09_divisor_multiple_intersection,ab2g,2026072002,9260dd22b6bbe66ae6b541a57c59512ec343d44274cf97db34a69f6432031bac,1727,5d025f125da5fe87468d1df9cbd00ff24497664c406b95f55a4195c0acc71bef,9260dd22b6bbe66ae6b541a57c59512ec343d44274cf97db34a69f6432031bac,9260dd22b6bbe66ae6b541a57c59512ec343d44274cf97db34a69f6432031bac,True,9260dd22b6bbe66ae6b541a57c59512ec343d44274cf97db34a69f6432031bac,9260dd22b6bbe66ae6b541a57c59512ec343d44274cf97db34a69f6432031bac,9260dd22b6bbe66ae6b541a57c59512ec343d44274cf97db34a69f6432031bac,plain_text,extracted,1727,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce112_q09_divisor_multiple_intersection__ab2g__seed_2026072003,ce112_q09_divisor_multiple_intersection,ab2g,2026072003,a6fd8729464b75f9a6c1a172f09aeb7a65a0c66b8aaa576e54c5c57276145f97,694,967a67f75e9dc04cbc8de0b938c4ce1f66b26b4bd41eb3907f5b82aa2ca9e80b,a6fd8729464b75f9a6c1a172f09aeb7a65a0c66b8aaa576e54c5c57276145f97,a6fd8729464b75f9a6c1a172f09aeb7a65a0c66b8aaa576e54c5c57276145f97,True,a6fd8729464b75f9a6c1a172f09aeb7a65a0c66b8aaa576e54c5c57276145f97,a6fd8729464b75f9a6c1a172f09aeb7a65a0c66b8aaa576e54c5c57276145f97,a6fd8729464b75f9a6c1a172f09aeb7a65a0c66b8aaa576e54c5c57276145f97,plain_text,extracted,694,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce112_q09_divisor_multiple_intersection__ab2g__seed_2026072004,ce112_q09_divisor_multiple_intersection,ab2g,2026072004,a43d134f3d2fbc0233c1606c9bea8db10ae969f36041da1d51cd37387e510b2b,692,616accf0fe3a43d6d3867fbb0c0eab5d6fabd25ac5025d083d16e503f0c7e06f,a43d134f3d2fbc0233c1606c9bea8db10ae969f36041da1d51cd37387e510b2b,a43d134f3d2fbc0233c1606c9bea8db10ae969f36041da1d51cd37387e510b2b,True,a43d134f3d2fbc0233c1606c9bea8db10ae969f36041da1d51cd37387e510b2b,a43d134f3d2fbc0233c1606c9bea8db10ae969f36041da1d51cd37387e510b2b,a43d134f3d2fbc0233c1606c9bea8db10ae969f36041da1d51cd37387e510b2b,plain_text,extracted,692,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce112_q12_independent_probability_fraction__ab1__seed_2026071301,ce112_q12_independent_probability_fraction,ab1,2026071301,2dadd619e69cb244e54f41a478e7abfd068cf975aad34d6201a4923bdbcfbe9d,4387,9e3498a39260cb3c098066b28d2ca91e5b5fcd6f18278457625f5f21c7343866,2dadd619e69cb244e54f41a478e7abfd068cf975aad34d6201a4923bdbcfbe9d,2dadd619e69cb244e54f41a478e7abfd068cf975aad34d6201a4923bdbcfbe9d,True,2dadd619e69cb244e54f41a478e7abfd068cf975aad34d6201a4923bdbcfbe9d,2dadd619e69cb244e54f41a478e7abfd068cf975aad34d6201a4923bdbcfbe9d,2dadd619e69cb244e54f41a478e7abfd068cf975aad34d6201a4923bdbcfbe9d,plain_text,extracted,4387,syntax_error,FAILED,FAIL,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,normalization_only
qwen3_5_4b__ce112_q12_independent_probability_fraction__ab1__seed_2026072001,ce112_q12_independent_probability_fraction,ab1,2026072001,0a94a70cd2cb66a52f2c820984d09def84802c3b1cb8f898ece4e6f5e063da55,17120,6839d7bbae65aff472d48ffc31ba006c14e025bdb497b2bdbcbec01f5cf88317,0a94a70cd2cb66a52f2c820984d09def84802c3b1cb8f898ece4e6f5e063da55,0a94a70cd2cb66a52f2c820984d09def84802c3b1cb8f898ece4e6f5e063da55,True,0a94a70cd2cb66a52f2c820984d09def84802c3b1cb8f898ece4e6f5e063da55,0a94a70cd2cb66a52f2c820984d09def84802c3b1cb8f898ece4e6f5e063da55,0a94a70cd2cb66a52f2c820984d09def84802c3b1cb8f898ece4e6f5e063da55,plain_text,extracted,17120,syntax_error,FAILED,FAIL,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,normalization_only
qwen3_5_4b__ce112_q12_independent_probability_fraction__ab1__seed_2026072002,ce112_q12_independent_probability_fraction,ab1,2026072002,e4fcba224b50e23d7342ddf81e6054aa3a3c7755ed811e6cbc3641de57e82985,1282,26b2a8e6dfd64882fd55de12b2fa97ffb1cfef4889468aabcfbd74548bf3fb2b,e4fcba224b50e23d7342ddf81e6054aa3a3c7755ed811e6cbc3641de57e82985,e4fcba224b50e23d7342ddf81e6054aa3a3c7755ed811e6cbc3641de57e82985,True,e4fcba224b50e23d7342ddf81e6054aa3a3c7755ed811e6cbc3641de57e82985,e4fcba224b50e23d7342ddf81e6054aa3a3c7755ed811e6cbc3641de57e82985,e4fcba224b50e23d7342ddf81e6054aa3a3c7755ed811e6cbc3641de57e82985,plain_text,extracted,1282,syntax_error,FAILED,FAIL,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,normalization_only
qwen3_5_4b__ce112_q12_independent_probability_fraction__ab1__seed_2026072003,ce112_q12_independent_probability_fraction,ab1,2026072003,6e7da362426332ea0c74aecc5db1ab0d2d9886b46151d822b2ad7c5306a9fc03,13610,01bf558b0e80def1b8bb9ca01c596c0eecc00bd1a88364fdd3c2970c7b80f30d,6e7da362426332ea0c74aecc5db1ab0d2d9886b46151d822b2ad7c5306a9fc03,6e7da362426332ea0c74aecc5db1ab0d2d9886b46151d822b2ad7c5306a9fc03,True,6e7da362426332ea0c74aecc5db1ab0d2d9886b46151d822b2ad7c5306a9fc03,6e7da362426332ea0c74aecc5db1ab0d2d9886b46151d822b2ad7c5306a9fc03,6e7da362426332ea0c74aecc5db1ab0d2d9886b46151d822b2ad7c5306a9fc03,plain_text,extracted,13610,syntax_error,FAILED,FAIL,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,normalization_only
qwen3_5_4b__ce112_q12_independent_probability_fraction__ab1__seed_2026072004,ce112_q12_independent_probability_fraction,ab1,2026072004,e8875e9d545681ab6cc60209f461bf1f54bb72fba846c06fcaf2ae2127bace82,2668,c428d7971b92363d98ec282be407c9e16fe7d623a5b1f9870acba78b0d31bb2b,e8875e9d545681ab6cc60209f461bf1f54bb72fba846c06fcaf2ae2127bace82,e8875e9d545681ab6cc60209f461bf1f54bb72fba846c06fcaf2ae2127bace82,True,e8875e9d545681ab6cc60209f461bf1f54bb72fba846c06fcaf2ae2127bace82,e8875e9d545681ab6cc60209f461bf1f54bb72fba846c06fcaf2ae2127bace82,e8875e9d545681ab6cc60209f461bf1f54bb72fba846c06fcaf2ae2127bace82,plain_text,extracted,2668,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
