cell_id,task_id,condition,seed,original_response_sha256,original_response_byte_length,method1_evaluated_artifact_sha256,method1_candidate_hash,method1_raw_response_sha256,method1_artifact_vs_candidate_differ,method2_raw_source_sha256,method2_raw_source_actual_sha256_recomputed,method2_final_source_sha256,method2_extraction_method,method2_extraction_status,source_byte_length_method2_raw,parse_status_method2_raw,method1_final_status,method1_g1_parse,method1_eligibility_record_exists,method2_raw_status,status_changes,method1_eligibility_source_present,method1_healer_eligible,method1_eligibility_reason,method1_matched_rule_probe,method2_eligible,method2_rule_id,method2_rule_triggered,method2_source_changed_flag,artifact_vs_m2raw_source_differ,candidate_vs_m2raw_source_differ,eligibility_only_diff,classification
qwen3_5_4b__ce111_q02_polynomial_division_remainder__ab1__seed_2026071301,ce111_q02_polynomial_division_remainder,ab1,2026071301,78e9d2ef679667a0928ae42e853c7db61c5cfc637ccae89c0665464405627c16,325,45519d5dfb852814a33843059eb721c6794de47174217e20ad65338f3ef627ed,78e9d2ef679667a0928ae42e853c7db61c5cfc637ccae89c0665464405627c16,78e9d2ef679667a0928ae42e853c7db61c5cfc637ccae89c0665464405627c16,True,78e9d2ef679667a0928ae42e853c7db61c5cfc637ccae89c0665464405627c16,78e9d2ef679667a0928ae42e853c7db61c5cfc637ccae89c0665464405627c16,78e9d2ef679667a0928ae42e853c7db61c5cfc637ccae89c0665464405627c16,plain_text,extracted,325,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce111_q02_polynomial_division_remainder__ab1__seed_2026072001,ce111_q02_polynomial_division_remainder,ab1,2026072001,032aca49e5cd7b0b82f1a1f387a3a1de12ec02ad64f1e4498c84fd03cdd7da0e,10483,48679f5599b49f19503f015b5948e1dce7b019897980ddc47ae385c230507316,032aca49e5cd7b0b82f1a1f387a3a1de12ec02ad64f1e4498c84fd03cdd7da0e,032aca49e5cd7b0b82f1a1f387a3a1de12ec02ad64f1e4498c84fd03cdd7da0e,True,032aca49e5cd7b0b82f1a1f387a3a1de12ec02ad64f1e4498c84fd03cdd7da0e,032aca49e5cd7b0b82f1a1f387a3a1de12ec02ad64f1e4498c84fd03cdd7da0e,032aca49e5cd7b0b82f1a1f387a3a1de12ec02ad64f1e4498c84fd03cdd7da0e,plain_text,extracted,10483,parses_ok,PASSED,PASS,False,PASSED,False,False,,,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce111_q02_polynomial_division_remainder__ab1__seed_2026072002,ce111_q02_polynomial_division_remainder,ab1,2026072002,b70112f5663b314f280af7a9e7111ccf090b29f5497bba3478c455de943e9702,336,16d4d1f71ac96bd4a3436100769aa7beeeb31bdf2981798bd6935f9d5346fbf2,b70112f5663b314f280af7a9e7111ccf090b29f5497bba3478c455de943e9702,b70112f5663b314f280af7a9e7111ccf090b29f5497bba3478c455de943e9702,True,b70112f5663b314f280af7a9e7111ccf090b29f5497bba3478c455de943e9702,b70112f5663b314f280af7a9e7111ccf090b29f5497bba3478c455de943e9702,b70112f5663b314f280af7a9e7111ccf090b29f5497bba3478c455de943e9702,plain_text,extracted,336,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce111_q02_polynomial_division_remainder__ab1__seed_2026072003,ce111_q02_polynomial_division_remainder,ab1,2026072003,43a441e35c5cd7de96545bab8f55f8a5f59010b27f3ffa672f082f49ad29275e,1710,a0e43a311e4356249b8ace2615cc65c41586c32a3a7f1832f97d2b240646d1e6,43a441e35c5cd7de96545bab8f55f8a5f59010b27f3ffa672f082f49ad29275e,43a441e35c5cd7de96545bab8f55f8a5f59010b27f3ffa672f082f49ad29275e,True,43a441e35c5cd7de96545bab8f55f8a5f59010b27f3ffa672f082f49ad29275e,43a441e35c5cd7de96545bab8f55f8a5f59010b27f3ffa672f082f49ad29275e,43a441e35c5cd7de96545bab8f55f8a5f59010b27f3ffa672f082f49ad29275e,plain_text,extracted,1710,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce111_q02_polynomial_division_remainder__ab1__seed_2026072004,ce111_q02_polynomial_division_remainder,ab1,2026072004,5d0a9fa2f202d6426dd8feba9ad9ee66223853a37741aa16737326565824b103,327,e3e09c4f910c10f03617e08b382a1b8385f510201addd87c3d6035973e945f54,5d0a9fa2f202d6426dd8feba9ad9ee66223853a37741aa16737326565824b103,5d0a9fa2f202d6426dd8feba9ad9ee66223853a37741aa16737326565824b103,True,5d0a9fa2f202d6426dd8feba9ad9ee66223853a37741aa16737326565824b103,5d0a9fa2f202d6426dd8feba9ad9ee66223853a37741aa16737326565824b103,5d0a9fa2f202d6426dd8feba9ad9ee66223853a37741aa16737326565824b103,plain_text,extracted,327,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce111_q02_polynomial_division_remainder__ab2d__seed_2026071301,ce111_q02_polynomial_division_remainder,ab2d,2026071301,2e9a0d85c9b9e059e8ce143a83dcb80bef4f5dc8d71c4b6004343541cc6908f6,23985,a02c2d77ec70bd1d17414cf75819af1bd151b7df11007a4ca6c6029ea2f1cb5f,ed2d60fb764c74848af020ce43adeb077cafed4389e36df6b82741e5dca55db1,2e9a0d85c9b9e059e8ce143a83dcb80bef4f5dc8d71c4b6004343541cc6908f6,True,ed2d60fb764c74848af020ce43adeb077cafed4389e36df6b82741e5dca55db1,ed2d60fb764c74848af020ce43adeb077cafed4389e36df6b82741e5dca55db1,ed2d60fb764c74848af020ce43adeb077cafed4389e36df6b82741e5dca55db1,fenced_python,extracted,23972,syntax_error,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,extraction_abstain_difference
qwen3_5_4b__ce111_q02_polynomial_division_remainder__ab2d__seed_2026072001,ce111_q02_polynomial_division_remainder,ab2d,2026072001,81a162046a40a4388f8261cfe97f01092629f0a364db86754bc42798227714a5,993,b72ad4b1257c85af3dd41b6f8744063933f8045490907d1754a6505dccf0b9ab,81a162046a40a4388f8261cfe97f01092629f0a364db86754bc42798227714a5,81a162046a40a4388f8261cfe97f01092629f0a364db86754bc42798227714a5,True,81a162046a40a4388f8261cfe97f01092629f0a364db86754bc42798227714a5,81a162046a40a4388f8261cfe97f01092629f0a364db86754bc42798227714a5,81a162046a40a4388f8261cfe97f01092629f0a364db86754bc42798227714a5,plain_text,extracted,993,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce111_q02_polynomial_division_remainder__ab2d__seed_2026072002,ce111_q02_polynomial_division_remainder,ab2d,2026072002,14203394264c9f4c362c4c9dd60a5641053765956883f4b9a0e94f18f01f7b73,7004,46f96746b24a6e91d8dcda83c69d67f27a363468f35e0dbfe615f69a284d8162,a6500a065108c19b50e5651c4115bb1f5759431b2715dc061a39b27c58d6d360,14203394264c9f4c362c4c9dd60a5641053765956883f4b9a0e94f18f01f7b73,True,a6500a065108c19b50e5651c4115bb1f5759431b2715dc061a39b27c58d6d360,a6500a065108c19b50e5651c4115bb1f5759431b2715dc061a39b27c58d6d360,a6500a065108c19b50e5651c4115bb1f5759431b2715dc061a39b27c58d6d360,fenced_python,extracted,6991,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce111_q02_polynomial_division_remainder__ab2d__seed_2026072003,ce111_q02_polynomial_division_remainder,ab2d,2026072003,3be8b2721256089c8fe79fb527d19c336a3511ff9e6c4ca80be025b34e8fa864,1304,686bbb6573a4701d1d4722f9e8a19779999f4f16ac8e5f06da5c6f1b55b45de0,3be8b2721256089c8fe79fb527d19c336a3511ff9e6c4ca80be025b34e8fa864,3be8b2721256089c8fe79fb527d19c336a3511ff9e6c4ca80be025b34e8fa864,True,3be8b2721256089c8fe79fb527d19c336a3511ff9e6c4ca80be025b34e8fa864,3be8b2721256089c8fe79fb527d19c336a3511ff9e6c4ca80be025b34e8fa864,3be8b2721256089c8fe79fb527d19c336a3511ff9e6c4ca80be025b34e8fa864,plain_text,extracted,1304,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce111_q02_polynomial_division_remainder__ab2d__seed_2026072004,ce111_q02_polynomial_division_remainder,ab2d,2026072004,9fde0b38a6373831b3188a99ead49207a0fb478d54ad80653ec12bb142639dfb,6344,c74fb6bc3fa3a7c9f79e607ddee00b6c8a62cc9916c68ee5099d3e2b826eb255,2d9c15212c61235a93aca43bf94e82226c2bb8377ef3604a325bf751ff5d0d41,9fde0b38a6373831b3188a99ead49207a0fb478d54ad80653ec12bb142639dfb,True,2d9c15212c61235a93aca43bf94e82226c2bb8377ef3604a325bf751ff5d0d41,2d9c15212c61235a93aca43bf94e82226c2bb8377ef3604a325bf751ff5d0d41,2d9c15212c61235a93aca43bf94e82226c2bb8377ef3604a325bf751ff5d0d41,fenced_python,extracted,6331,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce111_q02_polynomial_division_remainder__ab2d_spec_v2__seed_2026071301,ce111_q02_polynomial_division_remainder,ab2d_spec_v2,2026071301,9b37755670c18123c6fdd3a623778791c0373964af83da0f335535ba8fbcfaf2,1105,240d72c95f8d393e62855133706b62163f2164a58a39392f7fd87c216efd9619,9b37755670c18123c6fdd3a623778791c0373964af83da0f335535ba8fbcfaf2,9b37755670c18123c6fdd3a623778791c0373964af83da0f335535ba8fbcfaf2,True,9b37755670c18123c6fdd3a623778791c0373964af83da0f335535ba8fbcfaf2,9b37755670c18123c6fdd3a623778791c0373964af83da0f335535ba8fbcfaf2,9b37755670c18123c6fdd3a623778791c0373964af83da0f335535ba8fbcfaf2,plain_text,extracted,1105,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce111_q02_polynomial_division_remainder__ab2d_spec_v2__seed_2026072001,ce111_q02_polynomial_division_remainder,ab2d_spec_v2,2026072001,e4bd3ff1d5e1282fbbb095551de797c32dee77dde56f7f1b5e98323b5de33be9,1084,7c4fe923866d3298857622f8094e425d594e55c65d27e73726d256b5f4d06252,e4bd3ff1d5e1282fbbb095551de797c32dee77dde56f7f1b5e98323b5de33be9,e4bd3ff1d5e1282fbbb095551de797c32dee77dde56f7f1b5e98323b5de33be9,True,e4bd3ff1d5e1282fbbb095551de797c32dee77dde56f7f1b5e98323b5de33be9,e4bd3ff1d5e1282fbbb095551de797c32dee77dde56f7f1b5e98323b5de33be9,e4bd3ff1d5e1282fbbb095551de797c32dee77dde56f7f1b5e98323b5de33be9,plain_text,extracted,1084,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce111_q02_polynomial_division_remainder__ab2d_spec_v2__seed_2026072002,ce111_q02_polynomial_division_remainder,ab2d_spec_v2,2026072002,9e43f7328a2b299c4355670d3b11fc3dc0aef3e438845cea631232fddd7ae4c3,2525,7778068bf79d63166253904c281d60a691f14aa41d0f3e63328b0393fbcb4fda,9e43f7328a2b299c4355670d3b11fc3dc0aef3e438845cea631232fddd7ae4c3,9e43f7328a2b299c4355670d3b11fc3dc0aef3e438845cea631232fddd7ae4c3,True,9e43f7328a2b299c4355670d3b11fc3dc0aef3e438845cea631232fddd7ae4c3,9e43f7328a2b299c4355670d3b11fc3dc0aef3e438845cea631232fddd7ae4c3,9e43f7328a2b299c4355670d3b11fc3dc0aef3e438845cea631232fddd7ae4c3,plain_text,extracted,2525,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce111_q02_polynomial_division_remainder__ab2d_spec_v2__seed_2026072003,ce111_q02_polynomial_division_remainder,ab2d_spec_v2,2026072003,2a5a630951683f2adc0e78f73c066ea24395322781f9d14869e3f6db3a8ff72f,1143,9a4822d533f1ee626a7b2e3fd7b550a462c37f8fe0c2dc23442c4c0e1c0fbebf,2a5a630951683f2adc0e78f73c066ea24395322781f9d14869e3f6db3a8ff72f,2a5a630951683f2adc0e78f73c066ea24395322781f9d14869e3f6db3a8ff72f,True,2a5a630951683f2adc0e78f73c066ea24395322781f9d14869e3f6db3a8ff72f,2a5a630951683f2adc0e78f73c066ea24395322781f9d14869e3f6db3a8ff72f,2a5a630951683f2adc0e78f73c066ea24395322781f9d14869e3f6db3a8ff72f,plain_text,extracted,1143,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce111_q02_polynomial_division_remainder__ab2d_spec_v2__seed_2026072004,ce111_q02_polynomial_division_remainder,ab2d_spec_v2,2026072004,dd6e709c6e359c6bafb2673c4058708ea8ccbe1d81b6c6f2be9e8c6054445ebe,1079,50967dcb357e68ebc491d16d3138823c1c40475b69bca8b88eb73c1c86a48a43,dd6e709c6e359c6bafb2673c4058708ea8ccbe1d81b6c6f2be9e8c6054445ebe,dd6e709c6e359c6bafb2673c4058708ea8ccbe1d81b6c6f2be9e8c6054445ebe,True,dd6e709c6e359c6bafb2673c4058708ea8ccbe1d81b6c6f2be9e8c6054445ebe,dd6e709c6e359c6bafb2673c4058708ea8ccbe1d81b6c6f2be9e8c6054445ebe,dd6e709c6e359c6bafb2673c4058708ea8ccbe1d81b6c6f2be9e8c6054445ebe,plain_text,extracted,1079,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce111_q02_polynomial_division_remainder__ab2g__seed_2026071301,ce111_q02_polynomial_division_remainder,ab2g,2026071301,83f4792b520548938900d7d9b5e3fab67bdde7070ed74a608fb9d9d96346a44f,3790,5c6cd6857834926f1f7f404510b2fe7b341bf0b311680dace8f644f91709f0b9,83f4792b520548938900d7d9b5e3fab67bdde7070ed74a608fb9d9d96346a44f,83f4792b520548938900d7d9b5e3fab67bdde7070ed74a608fb9d9d96346a44f,True,83f4792b520548938900d7d9b5e3fab67bdde7070ed74a608fb9d9d96346a44f,83f4792b520548938900d7d9b5e3fab67bdde7070ed74a608fb9d9d96346a44f,83f4792b520548938900d7d9b5e3fab67bdde7070ed74a608fb9d9d96346a44f,plain_text,extracted,3790,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce111_q02_polynomial_division_remainder__ab2g__seed_2026072001,ce111_q02_polynomial_division_remainder,ab2g,2026072001,fc01cbd1a5f4ff3c7407f0f2f40b9d591bd6d3a3eac14627433bf6b526908a50,1162,bd1d9c0db8b3ab9b430a7cf5b48fae515ce785ee10371de1cdc3b0fb668d0cde,fc01cbd1a5f4ff3c7407f0f2f40b9d591bd6d3a3eac14627433bf6b526908a50,fc01cbd1a5f4ff3c7407f0f2f40b9d591bd6d3a3eac14627433bf6b526908a50,True,fc01cbd1a5f4ff3c7407f0f2f40b9d591bd6d3a3eac14627433bf6b526908a50,fc01cbd1a5f4ff3c7407f0f2f40b9d591bd6d3a3eac14627433bf6b526908a50,fc01cbd1a5f4ff3c7407f0f2f40b9d591bd6d3a3eac14627433bf6b526908a50,plain_text,extracted,1162,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce111_q02_polynomial_division_remainder__ab2g__seed_2026072002,ce111_q02_polynomial_division_remainder,ab2g,2026072002,037613b7818e4633fbd1c859babf081f77a0bca6a2a4ea3a6e2ca921b811a2e2,3680,a466fd9f3e69e92aba2dad734598db252f701abbec8d7a032f7cbe40837f3c02,037613b7818e4633fbd1c859babf081f77a0bca6a2a4ea3a6e2ca921b811a2e2,037613b7818e4633fbd1c859babf081f77a0bca6a2a4ea3a6e2ca921b811a2e2,True,037613b7818e4633fbd1c859babf081f77a0bca6a2a4ea3a6e2ca921b811a2e2,037613b7818e4633fbd1c859babf081f77a0bca6a2a4ea3a6e2ca921b811a2e2,037613b7818e4633fbd1c859babf081f77a0bca6a2a4ea3a6e2ca921b811a2e2,plain_text,extracted,3680,syntax_error,FAILED,FAIL,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,normalization_only
qwen3_5_4b__ce111_q02_polynomial_division_remainder__ab2g__seed_2026072003,ce111_q02_polynomial_division_remainder,ab2g,2026072003,0be7d063dbcd4820490e7c0f262003c4ff0e0868b9b49173ef5a32ef692cccb7,3440,4feff8ae38e1b49347ebba3be48dbaba23ad9193b1b7929878e1ed0a76ecb14a,bf7b1a113ee93ceed94cdf88acd00de28acc4b2d5153bde9ac4c78862a30ec0b,0be7d063dbcd4820490e7c0f262003c4ff0e0868b9b49173ef5a32ef692cccb7,True,bf7b1a113ee93ceed94cdf88acd00de28acc4b2d5153bde9ac4c78862a30ec0b,bf7b1a113ee93ceed94cdf88acd00de28acc4b2d5153bde9ac4c78862a30ec0b,bf7b1a113ee93ceed94cdf88acd00de28acc4b2d5153bde9ac4c78862a30ec0b,fenced_python,extracted,3427,syntax_error,FAILED,FAIL,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,normalization_only
qwen3_5_4b__ce111_q02_polynomial_division_remainder__ab2g__seed_2026072004,ce111_q02_polynomial_division_remainder,ab2g,2026072004,7c2888e0fadf79c418e6c151dce55a12143b87f34bf6fa5e78e655ddd9f5b87e,823,e070bb76abd4935315b9a75e383c591e3ae69ee35d666d5b8361fde2cb51a3d7,7c2888e0fadf79c418e6c151dce55a12143b87f34bf6fa5e78e655ddd9f5b87e,7c2888e0fadf79c418e6c151dce55a12143b87f34bf6fa5e78e655ddd9f5b87e,True,7c2888e0fadf79c418e6c151dce55a12143b87f34bf6fa5e78e655ddd9f5b87e,7c2888e0fadf79c418e6c151dce55a12143b87f34bf6fa5e78e655ddd9f5b87e,7c2888e0fadf79c418e6c151dce55a12143b87f34bf6fa5e78e655ddd9f5b87e,plain_text,extracted,823,parses_ok,PASSED,PASS,False,PASSED,False,False,,,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce111_q03_prime_factor_selection__ab1__seed_2026071301,ce111_q03_prime_factor_selection,ab1,2026071301,bb7be0583a1110b124ee277039cba7c9dec65b70d0beae95ebaf2aebd0e5266d,1179,ae70c8444d84a6219a2e7b54160e3ce8797fd6d72dfafdaf397fc3e812189465,bb7be0583a1110b124ee277039cba7c9dec65b70d0beae95ebaf2aebd0e5266d,bb7be0583a1110b124ee277039cba7c9dec65b70d0beae95ebaf2aebd0e5266d,True,bb7be0583a1110b124ee277039cba7c9dec65b70d0beae95ebaf2aebd0e5266d,bb7be0583a1110b124ee277039cba7c9dec65b70d0beae95ebaf2aebd0e5266d,bb7be0583a1110b124ee277039cba7c9dec65b70d0beae95ebaf2aebd0e5266d,plain_text,extracted,1179,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce111_q03_prime_factor_selection__ab1__seed_2026072001,ce111_q03_prime_factor_selection,ab1,2026072001,b04439c6081e11565b0b341edf239c5686f3d24d6599eb8cd32b456054f65aef,1341,ca9b1186d4b4f751b916115d2ce13d5e47d37d699c23f1efe3e47355b4aae837,b04439c6081e11565b0b341edf239c5686f3d24d6599eb8cd32b456054f65aef,b04439c6081e11565b0b341edf239c5686f3d24d6599eb8cd32b456054f65aef,True,b04439c6081e11565b0b341edf239c5686f3d24d6599eb8cd32b456054f65aef,b04439c6081e11565b0b341edf239c5686f3d24d6599eb8cd32b456054f65aef,b04439c6081e11565b0b341edf239c5686f3d24d6599eb8cd32b456054f65aef,plain_text,extracted,1341,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce111_q03_prime_factor_selection__ab1__seed_2026072002,ce111_q03_prime_factor_selection,ab1,2026072002,4a9b46cca269be0686631ff52a4350faba2b1ded80a67b1835e5b596cd5c7e38,1430,6c09a0a9c289c9a79a5bf89883fac659a535b3b78cb6b29495b7d9acde81664f,4a9b46cca269be0686631ff52a4350faba2b1ded80a67b1835e5b596cd5c7e38,4a9b46cca269be0686631ff52a4350faba2b1ded80a67b1835e5b596cd5c7e38,True,4a9b46cca269be0686631ff52a4350faba2b1ded80a67b1835e5b596cd5c7e38,4a9b46cca269be0686631ff52a4350faba2b1ded80a67b1835e5b596cd5c7e38,4a9b46cca269be0686631ff52a4350faba2b1ded80a67b1835e5b596cd5c7e38,plain_text,extracted,1430,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce111_q03_prime_factor_selection__ab1__seed_2026072003,ce111_q03_prime_factor_selection,ab1,2026072003,20775201ee41f0d8a892f690c98fdbd308f2348d934197b52ec06ac42f9bf9e9,999,69dec3dd4f4962339e2d7a62798abd4765e2dc38d0852fd11be1829f2f8757e8,20775201ee41f0d8a892f690c98fdbd308f2348d934197b52ec06ac42f9bf9e9,20775201ee41f0d8a892f690c98fdbd308f2348d934197b52ec06ac42f9bf9e9,True,20775201ee41f0d8a892f690c98fdbd308f2348d934197b52ec06ac42f9bf9e9,20775201ee41f0d8a892f690c98fdbd308f2348d934197b52ec06ac42f9bf9e9,20775201ee41f0d8a892f690c98fdbd308f2348d934197b52ec06ac42f9bf9e9,plain_text,extracted,999,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce111_q03_prime_factor_selection__ab1__seed_2026072004,ce111_q03_prime_factor_selection,ab1,2026072004,0d5aa0ba9a32147adf8f42dd6d8e258a1175b9601d673eccfbcad3674e733852,1172,19d4187f163591bf1a47336e2454397a735353e02825bfaecadbfe49b44ec6cb,0d5aa0ba9a32147adf8f42dd6d8e258a1175b9601d673eccfbcad3674e733852,0d5aa0ba9a32147adf8f42dd6d8e258a1175b9601d673eccfbcad3674e733852,True,0d5aa0ba9a32147adf8f42dd6d8e258a1175b9601d673eccfbcad3674e733852,0d5aa0ba9a32147adf8f42dd6d8e258a1175b9601d673eccfbcad3674e733852,0d5aa0ba9a32147adf8f42dd6d8e258a1175b9601d673eccfbcad3674e733852,plain_text,extracted,1172,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce111_q03_prime_factor_selection__ab2d__seed_2026071301,ce111_q03_prime_factor_selection,ab2d,2026071301,a5b0030c5e5763ee0a0e4c9b8f7e1a5e62e637deb7cb8abbf03490e105039d35,704,eb72fe56009d13e38192624873e56f5b144f083178493b5ea4638a326c264ce1,a5b0030c5e5763ee0a0e4c9b8f7e1a5e62e637deb7cb8abbf03490e105039d35,a5b0030c5e5763ee0a0e4c9b8f7e1a5e62e637deb7cb8abbf03490e105039d35,True,a5b0030c5e5763ee0a0e4c9b8f7e1a5e62e637deb7cb8abbf03490e105039d35,a5b0030c5e5763ee0a0e4c9b8f7e1a5e62e637deb7cb8abbf03490e105039d35,a5b0030c5e5763ee0a0e4c9b8f7e1a5e62e637deb7cb8abbf03490e105039d35,plain_text,extracted,704,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce111_q03_prime_factor_selection__ab2d__seed_2026072001,ce111_q03_prime_factor_selection,ab2d,2026072001,f072749c8598d63dafbc7232fe6687f074350fa8298ab0897c3436998dcac92d,721,f63cadaeb7ef12ca6c9ee7b6ab0a65f8aaa31dae5fbb9df346484d7e25d160aa,f072749c8598d63dafbc7232fe6687f074350fa8298ab0897c3436998dcac92d,f072749c8598d63dafbc7232fe6687f074350fa8298ab0897c3436998dcac92d,True,f072749c8598d63dafbc7232fe6687f074350fa8298ab0897c3436998dcac92d,f072749c8598d63dafbc7232fe6687f074350fa8298ab0897c3436998dcac92d,f072749c8598d63dafbc7232fe6687f074350fa8298ab0897c3436998dcac92d,plain_text,extracted,721,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce111_q03_prime_factor_selection__ab2d__seed_2026072002,ce111_q03_prime_factor_selection,ab2d,2026072002,7e161cc303c1e44b8652a0eaabf7be50d55633c14e47044c6294eef69cb8b401,671,4e2c3be90193a1b54ae08e0982b0c861ad4b18f390ccd8310b5d836129bac014,7e161cc303c1e44b8652a0eaabf7be50d55633c14e47044c6294eef69cb8b401,7e161cc303c1e44b8652a0eaabf7be50d55633c14e47044c6294eef69cb8b401,True,7e161cc303c1e44b8652a0eaabf7be50d55633c14e47044c6294eef69cb8b401,7e161cc303c1e44b8652a0eaabf7be50d55633c14e47044c6294eef69cb8b401,7e161cc303c1e44b8652a0eaabf7be50d55633c14e47044c6294eef69cb8b401,plain_text,extracted,671,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce111_q03_prime_factor_selection__ab2d__seed_2026072003,ce111_q03_prime_factor_selection,ab2d,2026072003,dadeb2eaefe74c21a383e1845db2cb4dde9a71e094b524c49c756e9e98eb3c4f,619,46d1c7217f5d57eb58144de13675c180c4680f450d29695aa1f229ed5313ee77,dadeb2eaefe74c21a383e1845db2cb4dde9a71e094b524c49c756e9e98eb3c4f,dadeb2eaefe74c21a383e1845db2cb4dde9a71e094b524c49c756e9e98eb3c4f,True,dadeb2eaefe74c21a383e1845db2cb4dde9a71e094b524c49c756e9e98eb3c4f,dadeb2eaefe74c21a383e1845db2cb4dde9a71e094b524c49c756e9e98eb3c4f,dadeb2eaefe74c21a383e1845db2cb4dde9a71e094b524c49c756e9e98eb3c4f,plain_text,extracted,619,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce111_q03_prime_factor_selection__ab2d__seed_2026072004,ce111_q03_prime_factor_selection,ab2d,2026072004,6b19c7ff6e1c3c95ac9b8bab0635b1905736a39ea54e9c91452bd7af4dfdeb07,676,bb2cf79b18517bc95c060490a25c0d904a9a57ea9c7c945a912c2039877488b9,6b19c7ff6e1c3c95ac9b8bab0635b1905736a39ea54e9c91452bd7af4dfdeb07,6b19c7ff6e1c3c95ac9b8bab0635b1905736a39ea54e9c91452bd7af4dfdeb07,True,6b19c7ff6e1c3c95ac9b8bab0635b1905736a39ea54e9c91452bd7af4dfdeb07,6b19c7ff6e1c3c95ac9b8bab0635b1905736a39ea54e9c91452bd7af4dfdeb07,6b19c7ff6e1c3c95ac9b8bab0635b1905736a39ea54e9c91452bd7af4dfdeb07,plain_text,extracted,676,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
